Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,AST_TO_Ratio,ReboundActivity,PF_per_Min,GamesPlayed,Cluster_KMeans,Cluster_Hier,ClusterName_KMeans
Jordan Clarkson,25.874444444444446,5.592592592592593,13.333333333333334,0.4060370370370371,2.2222222222222223,5.925925925925926,0.332,3.2222222222222223,3.888888888888889,0.6966296296296297,0.6296296296296297,2.5555555555555554,3.185185185185185,3.7777777777777777,0.8888888888888888,0.25925925925925924,2.185185185185185,1.5185185185185186,16.62962962962963,11.396296296296295,1.5500881834215168,3.185185185185185,0.05743181029040662,27,1,1,Primary Playmakers (High Minutes)
Jordan Hawkins,23.206363636363633,3.696969696969697,10.181818181818182,0.33239393939393935,1.9393939393939394,5.909090909090909,0.30742424242424243,1.5757575757575757,1.878787878787879,0.4558181818181818,0.36363636363636365,2.121212121212121,2.484848484848485,0.9696969696969697,0.6666666666666666,0.3939393939393939,0.9090909090909091,0.7272727272727273,10.909090909090908,6.451515151515152,0.5813131313131313,2.484848484848485,0.03219230770315602,33,0,0,Role Players / Low Usage
Jordan McLaughlin,6.779285714285714,0.5714285714285714,1.5714285714285714,0.1922857142857143,0.35714285714285715,0.9285714285714286,0.21428571428571427,0.39285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.6071428571428571,0.75,0.8571428571428571,0.39285714285714285,0.0,0.39285714285714285,0.4642857142857143,1.8928571428571428,1.6464285714285716,0.6547619047619048,0.75,0.08041619671527765,28,0,0,Role Players / Low Usage
Jordan Miller,12.760689655172413,1.8620689655172413,4.344827586206897,0.311,0.27586206896551724,1.2413793103448276,0.11606896551724138,0.896551724137931,1.1379310344827587,0.3126551724137931,0.7586206896551724,1.0344827586206897,1.793103448275862,1.0689655172413792,0.5172413793103449,0.1724137931034483,0.7586206896551724,0.7241379310344828,4.896551724137931,3.682758620689655,0.5862068965517241,1.793103448275862,0.046632331866883384,29,0,0,Role Players / Low Usage
Jordan Poole,31.16409090909091,6.75,16.15909090909091,0.40043181818181817,3.5681818181818183,9.340909090909092,0.36875,3.772727272727273,4.363636363636363,0.7511363636363636,0.5,2.590909090909091,3.090909090909091,4.863636363636363,1.4545454545454546,0.5,3.340909090909091,3.159090909090909,20.84090909090909,13.725,1.3874188311688311,3.090909090909091,0.10236456459688671,44,1,1,Primary Playmakers (High Minutes)
Jordan Walsh,7.895142857142857,0.5714285714285714,1.6,0.21905714285714284,0.3142857142857143,1.1142857142857143,0.17145714285714286,0.14285714285714285,0.2857142857142857,0.06428571428571428,0.37142857142857144,0.7714285714285715,1.1428571428571428,0.3142857142857143,0.2571428571428571,0.22857142857142856,0.2571428571428571,0.5142857142857142,1.6,1.3171428571428572,0.2571428571428571,1.1428571428571428,0.06452914918092525,35,0,0,Role Players / Low Usage
Jose Alvarado,22.18740740740741,3.2222222222222223,7.962962962962963,0.3701111111111111,2.185185185185185,5.333333333333333,0.36762962962962964,1.0,1.2592592592592593,0.2962962962962963,0.4444444444444444,1.5185185185185186,1.962962962962963,4.111111111111111,1.2592592592592593,0.2962962962962963,1.1481481481481481,2.0,9.62962962962963,8.403703703703703,2.390740740740741,1.962962962962963,0.10288784380933921,27,0,1,Role Players / Low Usage
Josh Giddey,28.794583333333335,4.604166666666667,10.270833333333334,0.4508125,1.2916666666666667,3.8125,0.3615,1.6041666666666667,2.125,0.4964583333333333,1.625,5.625,7.25,6.5625,1.1041666666666667,0.5,2.75,1.625,12.104166666666666,12.020833333333334,2.176388888888889,7.25,0.05858019549904747,48,1,1,Primary Playmakers (High Minutes)
Josh Green,28.62088888888889,2.6444444444444444,6.044444444444444,0.41933333333333334,1.4222222222222223,3.466666666666667,0.3569333333333334,0.7777777777777778,1.1111111111111112,0.3386222222222222,0.9777777777777777,1.8666666666666667,2.8444444444444446,1.4666666666666666,1.0666666666666667,0.24444444444444444,0.8888888888888888,2.7111111111111112,7.488888888888889,5.717777777777778,1.1044444444444446,2.8444444444444446,0.10058611614627086,45,0,0,Role Players / Low Usage
Josh Hart,37.574,5.52,9.9,0.56496,1.14,3.32,0.33262,2.12,2.6,0.61696,2.24,7.42,9.66,5.78,1.54,0.36,1.9,2.58,14.3,16.086,2.4966666666666666,9.66,0.06881030577860096,50,1,1,Primary Playmakers (High Minutes)
Josh Minott,6.95258064516129,1.032258064516129,2.193548387096774,0.36412903225806453,0.22580645161290322,0.9354838709677419,0.1397741935483871,0.2903225806451613,0.3548387096774194,0.13441935483870968,0.22580645161290322,0.8387096774193549,1.064516129032258,0.41935483870967744,0.3870967741935484,0.3225806451612903,0.22580645161290322,0.8709677419354839,2.5806451612903225,2.1741935483870964,0.3548387096774194,1.064516129032258,0.30747930097353565,31,0,0,Role Players / Low Usage
Josh Okogie,15.598125,2.46875,5.21875,0.45109375,0.78125,2.03125,0.28328125,1.15625,1.59375,0.2854375,1.28125,1.71875,3.0,0.75,1.25,0.46875,0.78125,1.21875,6.875,6.28125,0.4479166666666667,3.0,0.09149469504292662,32,0,0,Role Players / Low Usage
Jrue Holiday,30.237727272727273,4.0,9.136363636363637,0.43613636363636366,1.75,5.113636363636363,0.3175454545454545,1.2272727272727273,1.3636363636363635,0.42045454545454547,1.1136363636363635,3.2954545454545454,4.409090909090909,3.6818181818181817,0.9772727272727273,0.4318181818181818,1.3409090909090908,1.5681818181818181,10.977272727272727,9.784090909090908,2.1268939393939394,4.409090909090909,0.05145362869349576,44,1,1,Primary Playmakers (High Minutes)
Julian Champagnie,25.20938775510204,3.5306122448979593,8.489795918367347,0.41081632653061223,2.2653061224489797,6.244897959183674,0.3513061224489796,0.9591836734693877,1.0612244897959184,0.30748979591836734,0.7959183673469388,3.3469387755102042,4.142857142857143,1.2448979591836735,0.8163265306122449,0.4489795918367347,1.0204081632653061,1.4285714285714286,10.285714285714286,7.685714285714285,0.7857142857142857,4.142857142857143,0.0586040719367509,49,0,0,Role Players / Low Usage
Julian Phillips,12.984200000000001,1.52,3.44,0.42856,0.58,1.82,0.258,0.64,0.88,0.305,0.88,1.12,2.0,0.4,0.4,0.24,0.4,1.3,4.26,3.2439999999999998,0.3466666666666666,2.0,0.11444222628800559,50,0,0,Role Players / Low Usage
Julian Strawther,21.99153846153846,3.2884615384615383,7.615384615384615,0.4226153846153846,1.5192307692307692,4.211538461538462,0.3369038461538461,1.1538461538461537,1.4038461538461537,0.4604038461538461,0.28846153846153844,1.8461538461538463,2.1346153846153846,1.3461538461538463,0.6730769230769231,0.2692307692307692,0.8461538461538461,2.4038461538461537,9.25,5.886538461538462,0.7596153846153846,2.1346153846153846,0.11623281484065454,52,0,0,Role Players / Low Usage
Julius Randle,32.57375,6.583333333333333,14.020833333333334,0.461625,1.4791666666666667,4.604166666666667,0.28872916666666665,4.208333333333333,5.1875,0.7639791666666667,2.125,5.041666666666667,7.166666666666667,4.458333333333333,0.7291666666666666,0.22916666666666666,2.8333333333333335,2.5416666666666665,18.854166666666668,14.441666666666665,1.333912037037037,7.166666666666667,0.07818777714248999,48,1,1,Primary Playmakers (High Minutes)
Justin Champagnie,18.7653125,3.03125,5.9375,0.3971875,1.09375,2.875,0.31153125,0.625,0.96875,0.2609375,1.4375,3.0625,4.5,0.9375,0.96875,0.625,0.78125,1.84375,7.78125,7.16875,0.6666666666666666,4.5,0.11303165694817709,32,0,0,Role Players / Low Usage
Justin Edwards,23.87590909090909,3.0454545454545454,6.5,0.43036363636363634,1.5,4.0,0.3151363636363636,0.5,0.7727272727272727,0.1553181818181818,1.0,2.090909090909091,3.090909090909091,1.4090909090909092,0.7727272727272727,0.3181818181818182,0.8636363636363636,2.090909090909091,8.090909090909092,6.259090909090909,0.8787878787878788,3.090909090909091,0.09567403606142742,22,0,0,Role Players / Low Usage
Jusuf Nurkić,23.6692,2.96,6.52,0.44164000000000003,0.76,2.36,0.28064,1.92,2.76,0.53868,1.84,7.32,9.16,1.88,0.92,0.64,2.28,3.12,8.6,7.524,0.8573333333333334,9.16,0.14194517310139562,25,1,1,Primary Playmakers (High Minutes)
KJ Martin,19.983333333333334,2.5416666666666665,4.125,0.5460416666666666,0.3333333333333333,0.875,0.19441666666666668,1.0,1.2083333333333333,0.4916666666666667,0.875,2.125,3.0,0.7916666666666666,0.4583333333333333,0.6666666666666666,0.5,2.5833333333333335,6.416666666666667,5.658333333333334,0.5902777777777778,3.0,0.1325010956043938,24,0,0,Role Players / Low Usage
KJ Simpson,18.00263157894737,2.1578947368421053,6.7894736842105265,0.2780526315789474,0.631578947368421,3.0,0.14205263157894735,1.263157894736842,1.5789473684210527,0.39473684210526316,1.0526315789473684,1.2105263157894737,2.263157894736842,2.263157894736842,0.6842105263157895,0.21052631578947367,1.0526315789473684,1.5263157894736843,6.2105263157894735,4.0473684210526315,1.2456140350877194,2.263157894736842,0.0925492482441392,19,0,0,Role Players / Low Usage
Kai Jones,7.602962962962963,0.9259259259259259,1.2962962962962963,0.41418518518518516,0.0,0.07407407407407407,0.0,0.3333333333333333,0.4444444444444444,0.12407407407407407,0.5555555555555556,1.1111111111111112,1.6666666666666667,0.37037037037037035,0.2222222222222222,0.48148148148148145,0.37037037037037035,0.8518518518518519,2.185185185185185,2.4333333333333336,0.2777777777777778,1.6666666666666667,0.09344727776993082,27,0,0,Role Players / Low Usage
Karl-Anthony Towns,34.71717391304348,8.782608695652174,16.5,0.5276086956521739,1.9565217391304348,4.630434782608695,0.41878260869565215,4.804347826086956,5.717391304347826,0.8558043478260869,3.1739130434782608,10.434782608695652,13.608695652173912,3.3260869565217392,0.9565217391304348,0.8043478260869565,2.5,3.4782608695652173,24.32608695652174,21.232608695652175,1.2200828157349897,13.608695652173912,0.10013277086406111,46,1,1,Primary Playmakers (High Minutes)
Karlo Matković,11.346153846153847,0.9230769230769231,2.230769230769231,0.29746153846153844,0.23076923076923078,0.6153846153846154,0.141,0.38461538461538464,0.38461538461538464,0.15384615384615385,1.2307692307692308,2.1538461538461537,3.3846153846153846,0.6923076923076923,0.5384615384615384,0.8461538461538461,0.7692307692307693,1.5384615384615385,2.4615384615384617,3.0076923076923077,0.38461538461538464,3.3846153846153846,0.16420727336742952,13,0,0,Role Players / Low Usage
Kawhi Leonard,24.98384615384615,6.538461538461538,14.076923076923077,0.4602307692307692,1.6153846153846154,4.461538461538462,0.33,1.4615384615384615,1.9230769230769231,0.46792307692307694,0.6153846153846154,3.923076923076923,4.538461538461538,2.5384615384615383,0.8461538461538461,0.5384615384615384,1.9230769230769231,1.0769230769230769,16.153846153846153,10.984615384615385,1.1807692307692308,4.538461538461538,0.04121298017247583,13,1,0,Primary Playmakers (High Minutes)
Keaton Wallace,17.347083333333334,2.1666666666666665,5.125,0.3781666666666667,0.9583333333333334,2.7083333333333335,0.23208333333333334,0.4583333333333333,0.4583333333333333,0.20833333333333334,0.20833333333333334,1.25,1.4583333333333333,2.2916666666666665,0.9166666666666666,0.3333333333333333,1.1666666666666667,1.2916666666666667,5.75,4.620833333333334,1.121527777777778,1.4583333333333333,0.06762942910430299,24,0,0,Role Players / Low Usage
Keegan Murray,35.094791666666666,4.666666666666667,10.708333333333334,0.42691666666666667,1.8125,5.541666666666667,0.3136041666666667,0.8333333333333334,1.0208333333333333,0.34375,2.1666666666666665,4.895833333333333,7.0625,1.375,0.7916666666666666,0.8333333333333334,0.9166666666666666,2.625,11.979166666666666,9.63125,0.8010416666666668,7.0625,0.0774772215072924,48,1,1,Primary Playmakers (High Minutes)
Kel'el Ware,18.356571428571428,3.4857142857142858,6.428571428571429,0.49248571428571436,0.7142857142857143,1.8,0.25197142857142857,0.7428571428571429,1.0,0.28,1.3142857142857143,4.4,5.714285714285714,0.7428571428571429,0.5714285714285714,0.9714285714285714,0.7428571428571429,1.3142857142857143,8.428571428571429,7.962857142857143,0.5428571428571428,5.714285714285714,0.09185521864104848,35,1,0,Primary Playmakers (High Minutes)
Keldon Johnson,23.671739130434784,4.391304347826087,9.695652173913043,0.4384347826086956,1.108695652173913,3.6956521739130435,0.26284782608695656,1.9565217391304348,2.5434782608695654,0.5413913043478261,1.2608695652173914,3.3260869565217392,4.586956521739131,1.3695652173913044,0.5869565217391305,0.2391304347826087,0.8260869565217391,1.434782608695652,11.847826086956522,8.77608695652174,0.8623188405797101,4.586956521739131,0.06273193172840315,46,1,1,Primary Playmakers (High Minutes)
Kelly Olynyk,15.950416666666667,2.4583333333333335,4.916666666666667,0.5105000000000001,0.7916666666666666,1.7916666666666667,0.33470833333333333,1.4166666666666667,1.7916666666666667,0.4270833333333333,1.0416666666666667,2.6666666666666665,3.7083333333333335,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.4583333333333333,2.4583333333333335,7.125,6.1375,1.1555555555555557,3.7083333333333335,0.1501927171722149,24,0,0,Role Players / Low Usage
Kelly Oubre,32.27103448275862,4.862068965517241,10.793103448275861,0.456,1.2758620689655173,4.344827586206897,0.2691034482758621,1.6896551724137931,2.3793103448275863,0.5296551724137931,1.5517241379310345,4.137931034482759,5.689655172413793,1.5172413793103448,1.1724137931034482,0.5172413793103449,1.2413793103448276,2.793103448275862,12.689655172413794,9.36896551724138,0.7540229885057471,5.689655172413793,0.09006236730558972,29,1,0,Primary Playmakers (High Minutes)
Kelly Oubre Jr.,37.881052631578946,6.473684210526316,13.736842105263158,0.4737368421052631,1.0526315789473684,3.736842105263158,0.26226315789473686,2.8421052631578947,3.6842105263157894,0.6373157894736842,1.8421052631578947,6.0,7.842105263157895,2.4210526315789473,1.9473684210526316,0.47368421052631576,1.3157894736842106,2.9473684210526314,16.842105263157894,14.04736842105263,1.1850877192982456,7.842105263157895,0.07938621486139258,19,1,1,Primary Playmakers (High Minutes)
Kenrich Williams,14.4555,2.175,4.575,0.5061500000000001,0.8,2.275,0.31,0.375,0.425,0.2,0.875,2.4,3.275,1.05,0.625,0.125,0.575,1.525,5.525,4.7675,0.7645833333333333,3.275,0.1125330500135053,40,0,0,Role Players / Low Usage
Kentavious Caldwell-Pope,30.438200000000002,3.16,7.6,0.40282,1.48,4.72,0.28124,1.18,1.34,0.51834,0.38,1.66,2.04,1.84,1.48,0.5,0.86,1.9,8.98,7.122000000000001,1.1616666666666666,2.04,0.061868332464679154,50,0,1,Role Players / Low Usage
Keon Ellis,21.870816326530615,2.5714285714285716,5.387755102040816,0.45318367346938776,1.6326530612244898,3.7551020408163267,0.4061224489795918,0.9387755102040817,1.0816326530612246,0.36783673469387757,0.7551020408163265,1.6734693877551021,2.4285714285714284,1.2653061224489797,1.4081632653061225,0.7551020408163265,0.8367346938775511,1.836734693877551,7.714285714285714,7.195918367346939,0.8809523809523809,2.4285714285714284,0.08942939727981422,49,0,0,Role Players / Low Usage
Keon Johnson,23.0842,3.62,9.58,0.35738,1.5,4.98,0.28544,1.3,1.66,0.46096000000000004,0.76,2.74,3.5,1.9,0.9,0.34,1.22,2.48,10.04,6.247999999999999,1.0183333333333333,3.5,0.12377548174189014,50,0,0,Role Players / Low Usage
Keshad Johnson,5.697,0.7,1.2,0.25,0.1,0.4,0.1,0.1,0.6,0.025,0.2,1.5,1.7,0.3,0.1,0.4,0.3,0.5,1.6,1.52,0.15,1.7,0.12134051780184071,10,0,0,Role Players / Low Usage
Kessler Edwards,8.788181818181819,0.5,1.4090909090909092,0.20154545454545456,0.18181818181818182,0.7727272727272727,0.09849999999999999,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.18181818181818182,1.5454545454545454,1.7272727272727273,0.5909090909090909,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.9545454545454546,1.3181818181818181,1.4363636363636365,0.5454545454545454,1.7272727272727273,0.07733645867484772,22,0,0,Role Players / Low Usage
Kevin Durant,36.16410256410256,9.76923076923077,18.641025641025642,0.5306410256410257,2.358974358974359,5.923076923076923,0.42482051282051286,5.0256410256410255,6.076923076923077,0.8166410256410257,0.41025641025641024,5.666666666666667,6.076923076923077,4.17948717948718,0.8205128205128205,1.3333333333333333,3.0256410256410255,1.6923076923076923,26.923076923076923,20.325641025641026,1.4673992673992673,6.076923076923077,0.04613646505018975,39,1,1,Primary Playmakers (High Minutes)
Kevin Huerter,20.915116279069768,2.9767441860465116,7.209302325581396,0.37367441860465117,1.441860465116279,4.767441860465116,0.279093023255814,0.46511627906976744,0.6511627906976745,0.2302325581395349,0.4418604651162791,2.3488372093023258,2.7906976744186047,1.7209302325581395,0.8372093023255814,0.37209302325581395,0.8604651162790697,1.627906976744186,7.8604651162790695,5.734883720930233,1.0693798449612404,2.7906976744186047,0.07095912569695373,43,0,0,Role Players / Low Usage
Kevin Love,10.89,1.8421052631578947,5.2105263157894735,0.27589473684210525,1.105263157894737,3.0526315789473686,0.25194736842105264,0.6842105263157895,1.0,0.25,0.8947368421052632,3.1578947368421053,4.052631578947368,1.0,0.7368421052631579,0.10526315789473684,0.6842105263157895,0.8947368421052632,5.473684210526316,4.478947368421053,0.5964912280701755,4.052631578947368,0.07590016256832899,19,0,0,Role Players / Low Usage
Kevin Porter,20.252592592592595,4.074074074074074,9.666666666666666,0.39570370370370367,0.6666666666666666,2.6666666666666665,0.2283703703703704,1.2222222222222223,1.8888888888888888,0.4308518518518518,0.7037037037037037,2.962962962962963,3.6666666666666665,3.0,1.037037037037037,0.25925925925925924,2.2962962962962963,1.7037037037037037,10.037037037037036,6.355555555555555,1.0469135802469136,3.6666666666666665,0.09416332324118691,27,1,1,Primary Playmakers (High Minutes)
Kevin Porter Jr.,18.72,3.4444444444444446,8.11111111111111,0.39888888888888885,0.4444444444444444,1.8888888888888888,0.1573888888888889,0.8888888888888888,1.3888888888888888,0.3174444444444445,0.5555555555555556,2.8333333333333335,3.388888888888889,3.5,0.8333333333333334,0.2222222222222222,1.2222222222222223,1.3333333333333333,8.222222222222221,6.644444444444444,1.7361111111111112,3.388888888888889,0.07302645889522057,18,0,1,Role Players / Low Usage
Kevon Looney,16.358,2.2222222222222223,4.266666666666667,0.5183333333333333,0.0,0.044444444444444446,0.0,0.7111111111111111,1.3777777777777778,0.2392,2.9555555555555557,3.9555555555555557,6.911111111111111,1.8666666666666667,0.7333333333333333,0.4222222222222222,0.5777777777777777,2.2,5.155555555555556,6.924444444444445,1.3314814814814815,6.911111111111111,0.1377314737379366,45,1,1,Primary Playmakers (High Minutes)
Keyonte George,31.360000000000003,5.375,13.65,0.3986,2.575,7.625,0.329275,3.125,3.875,0.634575,0.425,3.15,3.575,5.775,0.75,0.2,2.8,1.9,16.45,11.36,1.9033630952380953,3.575,0.06155806941441142,40,1,1,Primary Playmakers (High Minutes)
Khris Middleton,23.214782608695653,4.695652173913044,9.173913043478262,0.4499565217391304,1.5217391304347827,3.739130434782609,0.3398695652173913,1.6956521739130435,2.0,0.48626086956521736,0.21739130434782608,3.4782608695652173,3.6956521739130435,4.434782608695652,0.7391304347826086,0.21739130434782608,1.608695652173913,2.260869565217391,12.608695652173912,10.621739130434783,2.2474637681159417,3.6956521739130435,0.09869557432253201,23,1,1,Primary Playmakers (High Minutes)
Klay Thompson,27.285777777777774,4.933333333333334,11.777777777777779,0.40720000000000006,3.0,7.666666666666667,0.37262222222222224,0.8222222222222222,0.9111111111111111,0.3918666666666667,0.6444444444444445,2.8,3.4444444444444446,2.0444444444444443,0.8,0.4222222222222222,1.4222222222222223,1.2,13.688888888888888,9.297777777777778,1.005925925925926,3.4444444444444446,0.0438343990174192,45,1,0,Primary Playmakers (High Minutes)
Kobe Brown,7.949,1.15,2.35,0.41109999999999997,0.2,0.8,0.16665000000000002,0.15,0.2,0.125,0.75,1.5,2.25,0.7,0.15,0.1,0.3,0.7,2.65,2.55,0.55,2.25,0.07130327414265353,20,0,0,Role Players / Low Usage
Kobe Bufkin,12.364,1.8,4.7,0.41600000000000004,0.4,1.9,0.145,1.3,1.8,0.45,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,3.8299999999999996,1.35,2.1,0.08889393158295225,10,0,0,Role Players / Low Usage
Kris Dunn,22.512954545454548,2.3863636363636362,5.818181818181818,0.4100454545454546,0.8863636363636364,3.022727272727273,0.2820227272727273,0.1590909090909091,0.3181818181818182,0.07575,0.7045454545454546,2.6363636363636362,3.340909090909091,2.772727272727273,1.5227272727272727,0.3409090909090909,1.1136363636363635,2.522727272727273,5.818181818181818,5.5,1.649621212121212,3.340909090909091,0.11535698985910042,44,0,1,Role Players / Low Usage
Kris Murray,13.493953488372092,1.627906976744186,3.604651162790698,0.3707674418604651,0.37209302325581395,1.441860465116279,0.16704651162790699,0.32558139534883723,0.7441860465116279,0.15853488372093025,1.0,1.1395348837209303,2.13953488372093,0.8604651162790697,0.37209302325581395,0.18604651162790697,0.4883720930232558,0.8604651162790697,3.953488372093023,3.2279069767441864,0.6434108527131783,2.13953488372093,0.06248142108586718,43,0,0,Role Players / Low Usage
Kristaps Porziņģis,28.55185185185185,6.407407407407407,13.592592592592593,0.4867037037037037,2.4444444444444446,6.037037037037037,0.40985185185185186,3.888888888888889,4.666666666666667,0.7577407407407407,1.6296296296296295,5.37037037037037,7.0,2.037037037037037,0.7777777777777778,1.6296296296296295,1.0,2.814814814814815,19.14814814814815,15.855555555555556,1.1709876543209876,7.0,0.09979303523612676,27,1,1,Primary Playmakers (High Minutes)
Kyle Anderson,15.027222222222223,2.111111111111111,4.694444444444445,0.47188888888888886,0.5277777777777778,1.4444444444444444,0.2361111111111111,0.5,0.75,0.18983333333333333,0.75,2.3055555555555554,3.0555555555555554,2.25,0.7222222222222222,0.5555555555555556,0.5555555555555556,1.1111111111111112,5.25,5.611111111111111,1.7222222222222223,3.0555555555555554,0.06916490079724597,36,0,1,Role Players / Low Usage
Kyle Filipowski,17.90925,2.3,4.725,0.46604999999999996,0.575,1.875,0.22125,0.925,1.5,0.365975,1.2,3.6,4.8,1.775,0.525,0.15,1.0,1.85,6.1,5.535,1.01875,4.8,0.1161534492536764,40,0,0,Role Players / Low Usage
Kyle Kuzma,27.60242424242424,5.909090909090909,14.181818181818182,0.41015151515151516,1.4545454545454546,5.090909090909091,0.21793939393939393,1.8181818181818181,3.0303030303030303,0.3951818181818182,0.8181818181818182,5.0,5.818181818181818,2.4242424242424243,0.6060606060606061,0.21212121212121213,2.272727272727273,1.606060606060606,15.090909090909092,8.651515151515152,0.948051948051948,5.818181818181818,0.05705886949863891,33,1,0,Primary Playmakers (High Minutes)
Kyle Lowry,19.2921875,1.21875,3.46875,0.27618750000000003,0.875,2.59375,0.26146875,0.84375,1.03125,0.28125,0.34375,1.65625,2.0,2.875,0.96875,0.3125,0.625,1.90625,4.15625,4.690625,2.28125,2.0,0.10601406408238216,32,0,1,Role Players / Low Usage
Kyrie Irving,36.18,8.902439024390244,18.585365853658537,0.4839268292682927,2.926829268292683,7.097560975609756,0.39446341463414636,3.6341463414634148,4.024390243902439,0.8209268292682927,1.146341463414634,3.5609756097560976,4.7073170731707314,4.804878048780488,1.2926829268292683,0.34146341463414637,2.341463414634146,2.048780487804878,24.365853658536587,18.365853658536587,1.624390243902439,4.7073170731707314,0.05701639641003138,41,1,1,Primary Playmakers (High Minutes)
Kyshawn George,25.730869565217393,2.6956521739130435,7.434782608695652,0.331804347826087,1.5869565217391304,5.1521739130434785,0.27158695652173914,0.9130434782608695,1.1956521739130435,0.29347826086956524,0.7608695652173914,3.0217391304347827,3.782608695652174,2.1739130434782608,0.8913043478260869,0.6304347826086957,1.2826086956521738,2.9782608695652173,7.891304347826087,5.471739130434782,1.286231884057971,3.782608695652174,0.11888351625695294,46,0,0,Role Players / Low Usage
LaMelo Ball,33.3634375,9.71875,23.34375,0.4125,4.125,12.21875,0.34271875,4.46875,5.4375,0.7441875,0.96875,4.25,5.21875,7.375,1.34375,0.3125,3.6875,3.4375,28.03125,18.80625,2.087182088744589,5.21875,0.10518131685281197,32,1,1,Primary Playmakers (High Minutes)
Landry Shamet,10.392105263157895,1.105263157894737,2.736842105263158,0.35526315789473684,0.47368421052631576,1.631578947368421,0.17368421052631577,0.05263157894736842,0.21052631578947367,0.02631578947368421,0.2631578947368421,0.5263157894736842,0.7894736842105263,0.42105263157894735,0.42105263157894735,0.10526315789473684,0.3684210526315789,0.6842105263157895,2.736842105263158,1.6894736842105265,0.3157894736842105,0.7894736842105263,0.057508675374342066,19,0,0,Role Players / Low Usage
Larry Nance,19.383333333333333,3.6666666666666665,6.266666666666667,0.5444666666666667,1.7333333333333334,3.3333333333333335,0.42573333333333335,0.4666666666666667,0.5333333333333333,0.23333333333333334,1.0666666666666667,3.2,4.266666666666667,1.6,1.0666666666666667,0.7333333333333333,0.7333333333333333,1.5333333333333334,9.533333333333333,9.646666666666667,1.2133333333333334,4.266666666666667,0.07509913622939755,15,1,0,Primary Playmakers (High Minutes)
Lauri Markkanen,32.07394736842105,6.2368421052631575,14.710526315789474,0.43655263157894736,2.973684210526316,8.473684210526315,0.3539473684210526,3.8421052631578947,4.447368421052632,0.7346052631578948,1.6578947368421053,4.552631578947368,6.2105263157894735,1.6842105263157894,0.7368421052631579,0.39473684210526316,1.394736842105263,1.7894736842105263,19.289473684210527,13.852631578947367,0.8894736842105262,6.2105263157894735,0.05591209086307144,38,1,1,Primary Playmakers (High Minutes)
LeBron James,34.67086956521739,9.391304347826088,18.217391304347824,0.514195652173913,2.1739130434782608,5.565217391304348,0.3511739130434783,3.5,4.565217391304348,0.7582173913043478,0.8695652173913043,6.913043478260869,7.782608695652174,9.043478260869565,0.8695652173913043,0.5217391304347826,3.782608695652174,1.391304347826087,24.456521739130434,20.943478260869565,2.473136645962733,7.782608695652174,0.04066263254415442,46,1,1,Primary Playmakers (High Minutes)
Liam Robbins,4.382307692307692,0.15384615384615385,0.6153846153846154,0.11538461538461539,0.0,0.15384615384615385,0.0,0.38461538461538464,0.7692307692307693,0.1346153846153846,0.5384615384615384,0.38461538461538464,0.9230769230769231,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.46153846153846156,0.6923076923076923,0.6923076923076923,0.29230769230769227,0.07692307692307693,0.9230769230769231,0.16094350240208605,13,0,0,Role Players / Low Usage
Lindy Waters,17.675416666666667,2.0,5.5,0.3353333333333333,1.3333333333333333,3.9583333333333335,0.31475000000000003,0.16666666666666666,0.20833333333333334,0.10416666666666667,0.5416666666666666,2.0833333333333335,2.625,1.3333333333333333,0.75,0.20833333333333334,0.375,1.625,5.5,4.241666666666666,1.159722222222222,2.625,0.09775534778783118,24,0,0,Role Players / Low Usage
Lindy Waters III,16.510714285714286,2.0,5.214285714285714,0.32357142857142857,1.2142857142857142,3.7857142857142856,0.27464285714285713,0.2857142857142857,0.42857142857142855,0.11907142857142858,0.21428571428571427,2.2142857142857144,2.4285714285714284,0.7142857142857143,0.35714285714285715,0.35714285714285715,0.5714285714285714,1.1428571428571428,5.5,3.4857142857142853,0.4047619047619047,2.4285714285714284,0.05806807517315327,14,0,0,Role Players / Low Usage
Lonzo Ball,21.566,2.3666666666666667,6.533333333333333,0.3739,1.8333333333333333,5.4,0.3374,0.6,0.7,0.19443333333333335,0.6666666666666666,2.7666666666666666,3.433333333333333,3.466666666666667,1.4666666666666666,0.5,1.2,1.6666666666666667,7.166666666666667,7.173333333333333,2.0861111111111112,3.433333333333333,0.07549964216831714,30,1,1,Primary Playmakers (High Minutes)
Luguentz Dort,29.003125,3.375,8.041666666666666,0.4023333333333334,2.25,5.5,0.3745833333333333,0.7083333333333334,0.8541666666666666,0.30383333333333334,1.4583333333333333,2.9166666666666665,4.375,1.6666666666666667,1.0625,0.6666666666666666,0.7291666666666666,3.0833333333333335,9.708333333333334,8.0,1.184027777777778,4.375,0.10897319486317565,48,1,0,Primary Playmakers (High Minutes)
